ZCTA5CE20,AFFGEOID20,GEOID20,NAME20,LSAD20,ALAND20,AWATER20,LocationID,no_leisure_pa,mental_distress
02030,860Z200US02030,02030,02030,Z5,39098446,838692,02030,12.7,11
02052,860Z200US02052,02052,02052,Z5,37319871,638170,02052,14,12.5
02054,860Z200US02054,02054,02054,Z5,31164729,598951,02054,18.4,15
02061,860Z200US02061,02061,02061,Z5,54212237,801122,02061,15.1,13.7
02090,860Z200US02090,02090,02090,Z5,28204382,768085,02090,16.5,12.2
02093,860Z200US02093,02093,02093,Z5,56219361,2341255,02093,16.8,13.4
02110,860Z200US02110,02110,02110,Z5,463307,242405,02110,15.7,13
02116,860Z200US02116,02116,02116,Z5,1681930,429920,02116,17.4,15.7
02144,860Z200US02144,02144,02144,Z5,2827965,23159,02144,13.3,16.6
02150,860Z200US02150,02150,02150,Z5,5734757,638655,02150,31.5,19.8
02170,860Z200US02170,02170,02170,Z5,5399981,185829,02170,21.1,13.8
02188,860Z200US02188,02188,02188,Z5,10002025,410633,02188,20.4,15.5
02322,860Z200US02322,02322,02322,Z5,11114827,639905,02322,21.8,15.6
02330,860Z200US02330,02330,02330,Z5,96621980,6262842,02330,22.6,16.7
02333,860Z200US02333,02333,02333,Z5,44530899,784261,02333,19.4,16.7
02367,860Z200US02367,02367,02367,Z5,38023287,1099161,02367,21.8,17.2
02379,860Z200US02379,02379,02379,Z5,39686972,906621,02379,18,15.2
02421,860Z200US02421,02421,02421,Z5,24785521,416287,02421,13.2,9.7
02451,860Z200US02451,02451,02451,Z5,13778855,1825045,02451,16.5,14.3
02465,860Z200US02465,02465,02465,Z5,5571348,698,02465,13.5,12.1
02494,860Z200US02494,02494,02494,Z5,7253072,58389,02494,15.3,11.8
02534,860Z200US02534,02534,02534,Z5,7094494,1502593,02534,19,12.4
02538,860Z200US02538,02538,02538,Z5,16223972,1944915,02538,21.1,18.1
02542,860Z200US02542,02542,02542,Z5,73931322,127974,02542,14.7,18.2
02563,860Z200US02563,02563,02563,Z5,34228075,3081462,02563,17.8,13.4
02575,860Z200US02575,02575,02575,Z5,58918124,10855792,02575,17.6,14.3
02601,860Z200US02601,02601,02601,Z5,22710542,1918828,02601,26.5,19
02645,860Z200US02645,02645,02645,Z5,43837359,4718526,02645,19.6,13.3
02723,860Z200US02723,02723,02723,Z5,4130257,696297,02723,31.8,21.1
02655,860Z200US02655,02655,02655,Z5,16759946,4560355,02655,18.3,12.7
02659,860Z200US02659,02659,02659,Z5,5133617,237118,02659,18.9,12
02720,860Z200US02720,02720,02720,Z5,34142904,9022769,02720,29.2,19.5
02721,860Z200US02721,02721,02721,Z5,10419556,5244485,02721,31.7,21
02740,860Z200US02740,02740,02740,Z5,14885718,2118947,02740,33.3,21.3
02743,860Z200US02743,02743,02743,Z5,46770857,1349648,02743,23.1,16.3
02745,860Z200US02745,02745,02745,Z5,25432488,581802,02745,27.5,19
02760,860Z200US02760,02760,02760,Z5,46512347,1337289,02760,19.4,15.3
02725,860Z200US02725,02725,02725,Z5,6146865,6823497,02725,22.5,15.5
02115,860Z200US02115,02115,02115,Z5,1840706,6888,02115,20.5,23.7
01527,860Z200US01527,01527,01527,Z5,40350787,1851306,01527,20.5,15.6
02120,860Z200US02120,02120,02120,Z5,1603250,0,02120,25.6,23.9
01850,860Z200US01850,01850,01850,Z5,3524698,305903,01850,26.1,19.2
02155,860Z200US02155,02155,02155,Z5,21211732,1456552,02155,16.2,16.1
02136,860Z200US02136,02136,02136,Z5,11909815,273099,02136,24.9,17
01151,860Z200US01151,01151,01151,Z5,6135002,479310,01151,34.5,21.2
01460,860Z200US01460,01460,01460,Z5,42775107,2578113,01460,15.2,13.8
02635,860Z200US02635,02635,02635,Z5,14214911,2809145,02635,19.4,13.3
01071,860Z200US01071,01071,01071,Z5,40656364,651235,01071,22.2,18.1
01830,860Z200US01830,01830,01830,Z5,35918669,3403598,01830,24.2,17.7
02108,860Z200US02108,02108,02108,Z5,709321,14973,02108,14.3,14.7
01240,860Z200US01240,01240,01240,Z5,61935523,1543525,01240,24.3,13.5
02657,860Z200US02657,02657,02657,Z5,25046216,12765872,02657,21,12.6
01938,860Z200US01938,01938,01938,Z5,83150915,16631761,01938,17.9,14.1
02176,860Z200US02176,02176,02176,Z5,12129527,219702,02176,14.7,13.6
01880,860Z200US01880,01880,01880,Z5,19127855,1560573,01880,15,13.9
02118,860Z200US02118,02118,02118,Z5,2817078,4897,02118,24.3,18.1
01915,860Z200US01915,01915,01915,Z5,36800615,3223239,01915,17.8,16.1
01841,860Z200US01841,01841,01841,Z5,7882537,453504,01841,34.9,19.8
02347,860Z200US02347,02347,02347,Z5,76655831,16894927,02347,18,15.1
01860,860Z200US01860,01860,01860,Z5,22011710,1033016,01860,19.6,16.7
01524,860Z200US01524,01524,01524,Z5,41176343,2490237,01524,22.6,17.2
01020,860Z200US01020,01020,01020,Z5,32273636,988428,01020,27.7,18.2
01085,860Z200US01085,01085,01085,Z5,154690428,2940567,01085,24.2,18.4
01510,860Z200US01510,01510,01510,Z5,14640558,4176666,01510,22.5,17.3
01008,860Z200US01008,01008,01008,Z5,158470969,5609414,01008,23.8,16.9
02719,860Z200US02719,02719,02719,Z5,32070891,8666395,02719,23,15.7
02171,860Z200US02171,02171,02171,Z5,6352350,4374006,02171,20.8,13.5
02145,860Z200US02145,02145,02145,Z5,3601873,229489,02145,17.2,17.4
02630,860Z200US02630,02630,02630,Z5,12638020,5237761,02630,16.7,11.3
01364,860Z200US01364,01364,01364,Z5,93229586,2941913,01364,25.7,18.7
01354,860Z200US01354,01354,01354,Z5,35610471,3353036,01354,20.7,15.1
01081,860Z200US01081,01081,01081,Z5,37485117,586926,01081,23.6,17.6
01037,860Z200US01037,01037,01037,Z5,48111810,434215,01037,22.9,15.2
02748,860Z200US02748,02748,02748,Z5,60111971,9058944,02748,23,14.6
02021,860Z200US02021,02021,02021,Z5,48552398,2057649,02021,16.8,13.3
02670,860Z200US02670,02670,02670,Z5,5500890,1637444,02670,19.1,12
01001,860Z200US01001,01001,01001,Z5,29247431,2127894,01001,23.9,16.7
01845,860Z200US01845,01845,01845,Z5,68399834,3709019,01845,16.9,15.3
01504,860Z200US01504,01504,01504,Z5,28778366,825566,01504,19.7,15.9
01945,860Z200US01945,01945,01945,Z5,11473428,12314632,01945,14.8,12.2
01770,860Z200US01770,01770,01770,Z5,40890689,950881,01770,11.3,11.2
01254,860Z200US01254,01254,01254,Z5,37459820,148218,01254,23.4,14.2
01339,860Z200US01339,01339,01339,Z5,151144051,637367,01339,20.1,15.1
01243,860Z200US01243,01243,01243,Z5,37002724,46773,01243,17.8,13.9
01002,860Z200US01002,01002,01002,Z5,137931897,4280973,01002,19.5,18.7
01606,860Z200US01606,01606,01606,Z5,15509978,777294,01606,24.4,17.2
01077,860Z200US01077,01077,01077,Z5,79912788,2151144,01077,20.1,14.9
02466,860Z200US02466,02466,02466,Z5,4111216,208920,02466,14.7,14.6
01922,860Z200US01922,01922,01922,Z5,23481780,717523,01922,17.1,14.1
02113,860Z200US02113,02113,02113,Z5,252065,0,02113,11.4,16.6
02210,860Z200US02210,02210,02210,Z5,2389836,1310036,02210,10.5,13.8
02458,860Z200US02458,02458,02458,Z5,5090903,86768,02458,14.3,12.9
02556,860Z200US02556,02556,02556,Z5,10222407,1170408,02556,17.3,12
01730,860Z200US01730,01730,01730,Z5,32230385,434218,01730,14.2,11.7
01541,860Z200US01541,01541,01541,Z5,91767679,1032232,01541,17.8,13.3
01827,860Z200US01827,01827,01827,Z5,42621742,771479,01827,14.2,13.4
02738,860Z200US02738,02738,02738,Z5,36580513,9511973,02738,18,13.5
02769,860Z200US02769,02769,02769,Z5,121567203,1409688,02769,20.7,15.7
01074,860Z200US01074,01074,01074,Z5,671655,52379,01074,23.6,18.9
01540,860Z200US01540,01540,01540,Z5,49476950,2032053,01540,21.2,16.3
01436,860Z200US01436,01436,01436,Z5,23290538,475653,01436,24,18.1
01030,860Z200US01030,01030,01030,Z5,31155981,495447,01030,22.4,16.4
01754,860Z200US01754,01754,01754,Z5,13459977,402540,01754,15.6,14.2
02332,860Z200US02332,02332,02332,Z5,61385528,35994841,02332,15.5,12.9
01266,860Z200US01266,01266,01266,Z5,52343841,556303,01266,19.2,12.7
02641,860Z200US02641,02641,02641,Z5,4295299,193215,02641,19.1,11.7
01906,860Z200US01906,01906,01906,Z5,29987389,2604727,01906,20.1,16
01373,860Z200US01373,01373,01373,Z5,59737137,1392048,01373,18.3,14.7
01028,860Z200US01028,01028,01028,Z5,33466105,181607,01028,21.7,15.2
01929,860Z200US01929,01929,01929,Z5,36097433,5384240,01929,14.4,12.9
01505,860Z200US01505,01505,01505,Z5,41588110,9556292,01505,18.2,14.6
01062,860Z200US01062,01062,01062,Z5,45199186,416742,01062,20.8,15.4
01886,860Z200US01886,01886,01886,Z5,78324089,2895769,01886,14.1,12.3
01331,860Z200US01331,01331,01331,Z5,140280128,3772555,01331,26,18.1
02149,860Z200US02149,02149,02149,Z5,8855363,636058,02149,25,19.4
02122,860Z200US02122,02122,02122,Z5,4396164,534970,02122,27.4,19.1
02081,860Z200US02081,02081,02081,Z5,45910272,1401774,02081,16.4,13.7
02543,860Z200US02543,02543,02543,Z5,29325480,67999816,02543,16.6,12.6
02359,860Z200US02359,02359,02359,Z5,56431671,4585316,02359,17.2,15.7
01531,860Z200US01531,01531,01531,Z5,53773678,403233,01531,22.8,16.4
02632,860Z200US02632,02632,02632,Z5,19323103,3790658,02632,21.3,15
01503,860Z200US01503,01503,01503,Z5,33598944,521374,01503,24.1,16.5
02111,860Z200US02111,02111,02111,Z5,507653,0,02111,23.1,16.7
02375,860Z200US02375,02375,02375,Z5,35694176,426324,02375,19.6,15.2
02191,860Z200US02191,02191,02191,Z5,4644520,2059455,02191,18.4,14.1
02558,860Z200US02558,02558,02558,Z5,2892355,2748107,02558,23.6,17.2
01519,860Z200US01519,01519,01519,Z5,27660071,269606,01519,18.4,14.6
01342,860Z200US01342,01342,01342,Z5,47687876,2258501,01342,18.3,15.6
02666,860Z200US02666,02666,02666,Z5,32509649,4125156,02666,21.7,12.5
01301,860Z200US01301,01301,01301,Z5,65652497,1397039,01301,23.4,17.6
02125,860Z200US02125,02125,02125,Z5,5614892,798801,02125,25.7,19.8
01255,860Z200US01255,01255,01255,Z5,130851821,2930432,01255,22.5,15.4
01092,860Z200US01092,01092,01092,Z5,17407745,80681,01092,25.1,18.2
01562,860Z200US01562,01562,01562,Z5,85084292,3005405,01562,23.5,16.6
01867,860Z200US01867,01867,01867,Z5,25808718,36722,01867,14,12.8
01826,860Z200US01826,01826,01826,Z5,53831286,1936106,01826,19.6,16.6
02045,860Z200US02045,02045,02045,Z5,6924708,20977296,02045,19.1,14.3
01904,860Z200US01904,01904,01904,Z5,10996730,1301718,01904,22.1,16.5
01507,860Z200US01507,01507,01507,Z5,109242811,4180299,01507,22.3,16.4
02633,860Z200US02633,02633,02633,Z5,22359890,12143129,02633,17.5,10.9
02364,860Z200US02364,02364,02364,Z5,48288124,4766946,02364,18.1,15.2
02492,860Z200US02492,02492,02492,Z5,24619092,1050948,02492,13.8,11.4
02536,860Z200US02536,02536,02536,Z5,70872670,8700646,02536,21.5,15
02559,860Z200US02559,02559,02559,Z5,13810030,3819900,02559,22.4,13.1
02650,860Z200US02650,02650,02650,Z5,3532938,615649,02650,18.9,11
02715,860Z200US02715,02715,02715,Z5,28952867,1225332,02715,20.7,16
01464,860Z200US01464,01464,01464,Z5,39182808,204892,01464,17.3,14.5
01775,860Z200US01775,01775,01775,Z5,44897979,1744679,01775,13.7,12.6
01803,860Z200US01803,01803,01803,Z5,29192609,287026,01803,17,13.3
01833,860Z200US01833,01833,01833,Z5,33214886,746648,01833,14.8,13.9
01247,860Z200US01247,01247,01247,Z5,118920150,1063225,01247,26.4,19.6
01338,860Z200US01338,01338,01338,Z5,3392289,3166,01338,20.6,14.9
02647,860Z200US02647,02647,02647,Z5,1117338,381164,02647,25,15
01098,860Z200US01098,01098,01098,Z5,82583451,358135,01098,23.6,15.6
01863,860Z200US01863,01863,01863,Z5,11538969,839641,01863,16.2,13.9
01224,860Z200US01224,01224,01224,Z5,1205360,82246,01224,18.7,16.5
02568,860Z200US02568,02568,02568,Z5,33277884,11161375,02568,20.4,15.7
02649,860Z200US02649,02649,02649,Z5,60602698,9982589,02649,20.7,14.1
01082,860Z200US01082,01082,01082,Z5,121753206,19759192,01082,26.2,19.2
02478,860Z200US02478,02478,02478,Z5,12031500,183393,02478,13.3,11.9
01982,860Z200US01982,01982,01982,Z5,36782034,1909841,01982,16.5,13.9
01462,860Z200US01462,01462,01462,Z5,68941180,3516270,01462,20.7,15.6
01862,860Z200US01862,01862,01862,Z5,23583704,891947,01862,17,15.3
02066,860Z200US02066,02066,02066,Z5,42726617,9633336,02066,15.6,13
02660,860Z200US02660,02660,02660,Z5,21686920,1432865,02660,22,13.9
01075,860Z200US01075,01075,01075,Z5,45899614,1865126,01075,18.4,17.3
02746,860Z200US02746,02746,02746,Z5,7378880,300651,02746,37.3,23.2
02189,860Z200US02189,02189,02189,Z5,10385719,1305396,02189,19.8,16.3
02067,860Z200US02067,02067,02067,Z5,58754579,2468687,02067,14.3,11
01952,860Z200US01952,01952,01952,Z5,39817066,6241763,01952,17.4,14.3
01245,860Z200US01245,01245,01245,Z5,66996474,1753912,01245,19.3,14.1
01005,860Z200US01005,01005,01005,Z5,111859191,666424,01005,22.7,17.4
01104,860Z200US01104,01104,01104,Z5,13551122,387460,01104,37.4,20.3
01118,860Z200US01118,01118,01118,Z5,9312986,243603,01118,25.8,17.3
02126,860Z200US02126,02126,02126,Z5,4735330,44857,02126,30.2,19.1
01463,860Z200US01463,01463,01463,Z5,58476658,1527529,01463,15.8,14.7
01220,860Z200US01220,01220,01220,Z5,59281213,183353,01220,24.1,17.6
01610,860Z200US01610,01610,01610,Z5,5522924,13856,01610,32.7,23.7
01105,860Z200US01105,01105,01105,Z5,3123274,302887,01105,47,24.7
01581,860Z200US01581,01581,01581,Z5,53369163,2228712,01581,18.5,13
02038,860Z200US02038,02038,02038,Z5,68994700,1009370,02038,16.3,14.5
